,Unnamed: 0,name,type,kind,development_stage,vitality,attack,harmful,universe
4004,4004,Lancephorhynchus,Pendulum Normal Monster,dinosaur,0.5,0.5,0.5,True,yugioh
916,916,Lancer Dragonute,Effect Monster,dragon,0.3333333333333333,0.36,0.3,True,yugioh
3786,3786,Lancer Lindwurm,Effect Monster,dragon,0.3333333333333333,0.36,0.36,True,yugioh
6005,6005,Landoise's Luminous Moss,Spell Card,normal,,,,False,yugioh
7490,7490,Larina,None,imperial,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
6980,6980,Lars Battle-Born,None,nord,0.0049261083743842,0.036214389183969,0.0378540922165083,False,skyrim
6193,6193,Laser Cannon Armor,Spell Card,equip,,,,False,yugioh
3517,3517,Laser Qlip,Spell Card,field,,,,False,yugioh
7156,7156,Lash gra-Dushnikh,None,orc,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
5379,5379,Last Chapter of the Noble Knights,Spell Card,normal,,,,False,yugioh
6390,6390,Last Day of Witch,Spell Card,normal,,,,False,yugioh
2327,2327,Last Turn,Trap Card,normal,,,,False,yugioh
1292,1292,"Latinum, Exarch of Dark World",Effect Monster,fiend,0.5,0.48,0.3,True,yugioh
3477,3477,Laughing Flower,Normal Monster,plant,0.1666666666666666,0.18,0.18,True,yugioh
1670,1670,Lava Battleguard,Effect Monster,warrior,0.4166666666666667,0.36,0.31,True,yugioh
3413,3413,Lava Dragon,Effect Monster,dragon,0.3333333333333333,0.32,0.32,True,yugioh
6,6,Lava Golem,Effect Monster,fiend,0.6666666666666666,0.6,0.6,True,yugioh
976,976,Laval Blaster,Effect Monster,warrior,0.3333333333333333,0.24,0.24,True,yugioh
6374,6374,Laval Burner,Effect Monster,pyro,0.4166666666666667,0.42,0.42,True,yugioh
3122,3122,Laval Cannon,Effect Monster,warrior,0.3333333333333333,0.32,0.32,True,yugioh
3713,3713,Laval Coatl,Tuner Monster,pyro,0.1666666666666666,0.26,0.26,True,yugioh
2568,2568,Laval Dual Slasher,Synchro Monster,warrior,0.4166666666666667,0.48,0.48,True,yugioh
1241,1241,Laval Forest Sprite,Tuner Monster,pyro,0.1666666666666666,0.06,0.06,True,yugioh
1149,1149,Laval Judgment Lord,Effect Monster,warrior,0.5833333333333334,0.54,0.54,True,yugioh
653,653,Laval Lakeside Lady,Tuner Monster,pyro,0.25,0.04,0.04,True,yugioh
9,9,Laval Lancelord,Effect Monster,warrior,0.5,0.42,0.42,True,yugioh
3795,3795,Laval Magma Cannoneer,Effect Monster,pyro,0.3333333333333333,0.34,0.34,True,yugioh
6382,6382,Laval Miller,Effect Monster,pyro,0.25,0.08,0.06,True,yugioh
1668,1668,Laval Stennon,Synchro Monster,pyro,0.5833333333333334,0.54,0.54,True,yugioh
3900,3900,Laval Token,Token,pyro,,,,False,yugioh
208,208,Laval Volcano Handmaiden,Tuner Monster,pyro,0.0833333333333333,0.04,0.02,True,yugioh
4299,4299,Laval Warrior,Effect Monster,warrior,0.3333333333333333,0.36,0.36,True,yugioh
1067,1067,Laval the Greater,Synchro Monster,warrior,0.5,0.48,0.48,True,yugioh
2763,2763,Lavalval Chain,XYZ Monster,sea serpent,0.3333333333333333,0.36,0.36,True,yugioh
6112,6112,Lavalval Dragon,Synchro Monster,dragon,0.4166666666666667,0.4,0.4,True,yugioh
696,696,Lavalval Dragun,Synchro Monster,dragon,0.5,0.5,0.5,True,yugioh
337,337,Lavalval Ignis,XYZ Monster,warrior,0.25,0.36,0.36,True,yugioh
5420,5420,Layard the Liberator,Effect Monster,fairy,0.3333333333333333,0.3,0.28,True,yugioh
583,583,"Lector Pendulum, the Dracoverlord",Pendulum Effect Monster,dragon,0.3333333333333333,0.39,0.39,True,yugioh
6386,6386,Leeching the Light,Spell Card,normal,,,,False,yugioh
646,646,Left Arm of the Forbidden One,Normal Monster,spellcaster,0.0833333333333333,0.06,0.04,True,yugioh
3641,3641,Left Leg of the Forbidden One,Normal Monster,spellcaster,0.0833333333333333,0.06,0.04,True,yugioh
2471,2471,Legacy of Yata-Garasu,Trap Card,normal,,,,False,yugioh
6513,6513,Legacy of the Duelist,Spell Card,continuous,,,,False,yugioh
6869,6869,Legate Adventus Caesennius,None,imperial,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
7239,7239,Legate Constantius Tituleius,None,imperial,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
6676,6676,Legate Emmanuel Admand,None,breton,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
7240,7240,Legate Fasendil,None,high elf,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
7241,7241,Legate Hrollod,None,nord,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
6957,6957,Legate Quentin Cipius,None,imperial,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
6870,6870,Legate Rikke,None,nord,0.998768472906404,0.2655721873491067,0.0694238647258781,True,skyrim
7242,7242,Legate Sevan Telendas,None,dark elf,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
6602,6602,Legate Skulnar,None,nord,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
6704,6704,Legate Taurinus Duilis,None,imperial,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
2344,2344,Legendary Atlantean Tridon,Effect Monster,sea serpent,0.25,0.32,0.32,True,yugioh
1016,1016,Legendary Ebon Steed,Spell Card,equip,,,,False,yugioh
4894,4894,Legendary Flame Lord,Ritual Effect Monster,spellcaster,0.5833333333333334,0.48,0.48,True,yugioh
2118,2118,Legendary Jujitsu Master,Effect Monster,rock,0.25,0.36,0.26,True,yugioh
6337,6337,Legendary Knight Critias,Effect Monster,warrior,0.6666666666666666,0.56,0.56,True,yugioh
1017,1017,Legendary Maju Garzett,Effect Monster,fiend,0.6666666666666666,0.0,0.0,False,yugioh
6037,6037,Legendary Six Samurai - Enishi,Effect Monster,warrior,0.3333333333333333,0.34,0.34,True,yugioh
215,215,Legendary Six Samurai - Kageki,Effect Monster,warrior,0.25,0.4,0.04,True,yugioh
4056,4056,Legendary Six Samurai - Kizan,Effect Monster,warrior,0.3333333333333333,0.36,0.36,True,yugioh
5949,5949,Legendary Six Samurai - Mizuho,Effect Monster,warrior,0.25,0.32,0.32,True,yugioh
2431,2431,Legendary Six Samurai - Shi En,Synchro Monster,warrior,0.4166666666666667,0.5,0.5,True,yugioh
3972,3972,Legendary Six Samurai - Shinai,Effect Monster,warrior,0.25,0.3,0.3,True,yugioh
5012,5012,Legendary Sword,Spell Card,equip,,,,False,yugioh
5576,5576,Legendary Wind-Up Key,Spell Card,quick-play,,,,False,yugioh
1030,1030,Leghul,Effect Monster,insect,0.0833333333333333,0.07,0.06,True,yugioh
2078,2078,Legion the Fiend Jester,Effect Monster,spellcaster,0.3333333333333333,0.3,0.26,True,yugioh
7317,7317,Leifur,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
6547,6547,Leigelf,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
5059,5059,Lekunga,Effect Monster,plant,0.3333333333333333,0.34,0.34,True,yugioh
5060,5060,Lekunga Token,Token,plant,,,,False,yugioh
7180,7180,Lemkil,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
2783,2783,Lemon Magician Girl,Effect Monster,spellcaster,0.1666666666666666,0.16,0.16,True,yugioh
7726,7726,Lemure,Lawful Evil,fiend (devil),0.0625,0.1496153846153846,0.265,True,dd5
2766,2766,"Lemuria, the Forgotten City",Spell Card,field,,,,False,yugioh
376,376,Leo Wizard,Normal Monster,spellcaster,0.4166666666666667,0.27,0.27,True,yugioh
693,693,"Leo, the Keeper of the Sacred Tree",Synchro Monster,beast,0.8333333333333334,0.62,0.62,True,yugioh
4661,4661,Leodrake's Mane,Spell Card,normal,,,,False,yugioh
869,869,Leogun,Normal Monster,beast,0.4166666666666667,0.35,0.35,True,yugioh
6819,6819,Leonara Arius,None,imperial,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
7341,7341,Leontius Salvius,None,imperial,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
4518,4518,Lesser Dragon,Normal Monster,dragon,0.3333333333333333,0.24,0.24,True,yugioh
1353,1353,Lesser Fiend,Effect Monster,fiend,0.4166666666666667,0.42,0.42,True,yugioh
6319,6319,Level Conversion Lab,Trap Card,normal,,,,False,yugioh
4678,4678,Level Eater,Effect Monster,insect,0.0833333333333333,0.12,0.12,True,yugioh
3011,3011,Level Lifter,Spell Card,normal,,,,False,yugioh
4479,4479,Level Limit - Area A,Trap Card,continuous,,,,False,yugioh
270,270,Level Limit - Area B,Spell Card,continuous,,,,False,yugioh
5011,5011,Level Modulation,Spell Card,normal,,,,False,yugioh
6008,6008,Level Tuning,Spell Card,normal,,,,False,yugioh
2079,2079,Level Up!,Spell Card,normal,,,,False,yugioh
3052,3052,Levia-Dragon - Daedalus,Effect Monster,sea serpent,0.5833333333333334,0.52,0.52,True,yugioh
5780,5780,Liberty at Last!,Trap Card,normal,,,,False,yugioh
5087,5087,"Libic, Malebranche of the Burning Abyss",Effect Monster,fiend,0.25,0.26,0.26,True,yugioh
7727,7727,Lich,Any Evil Alignment,undead,0.0625,0.4398520710059171,0.5900000000000001,True,dd5
4549,4549,"Lich Lord, King of the Underworld",Effect Monster,zombie,0.5,0.48,0.48,True,yugioh
7371,7371,Liesl,None,nord,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
7413,7413,Lieutenant Salvarus,None,imperial,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
1172,1172,Life Absorbing Machine,Trap Card,continuous,,,,False,yugioh
1413,1413,Life Equalizer,Trap Card,normal,,,,False,yugioh
2068,2068,Life Stream Dragon,Synchro Tuner Monster,dragon,0.6666666666666666,0.58,0.58,True,yugioh
6128,6128,Lifeforce Harmonizer,Effect Monster,psychic,0.1666666666666666,0.16,0.16,True,yugioh
5875,5875,Light Barrier,Spell Card,field,,,,False,yugioh
4466,4466,Light Effigy,Effect Monster,fairy,0.3333333333333333,0.3,0.3,True,yugioh
2065,2065,Light End Dragon,Synchro Monster,dragon,0.6666666666666666,0.52,0.52,True,yugioh
944,944,Light Laser,Spell Card,equip,,,,False,yugioh
2882,2882,Light Spiral,Trap Card,continuous,,,,False,yugioh
3867,3867,Light and Darkness Dragon,Effect Monster,dragon,0.6666666666666666,0.56,0.56,True,yugioh
6302,6302,Light of Destruction,Trap Card,continuous,,,,False,yugioh
5077,5077,Light of Intervention,Trap Card,continuous,,,,False,yugioh
3643,3643,Light of Judgment,Trap Card,normal,,,,False,yugioh
201,201,Light of Redemption,Spell Card,normal,,,,False,yugioh
4349,4349,Light-Imprisoning Mirror,Trap Card,continuous,,,,False,yugioh
3013,3013,Lighten the Load,Spell Card,continuous,,,,False,yugioh
4045,4045,Lightforce Sword,Trap Card,normal,,,,False,yugioh
4500,4500,Lightning Blade,Spell Card,equip,,,,False,yugioh
1861,1861,Lightning Chidori,XYZ Monster,thunder,0.3333333333333333,0.38,0.38,True,yugioh
2254,2254,Lightning Conger,Normal Monster,thunder,0.25,0.15,0.07,True,yugioh
3680,3680,Lightning Punisher,Effect Monster,thunder,0.5833333333333334,0.52,0.52,True,yugioh
3312,3312,Lightning Rod Lord,Effect Monster,thunder,0.3333333333333333,0.36,0.36,True,yugioh
4033,4033,Lightning Tricorn,Synchro Monster,beast,0.6666666666666666,0.56,0.56,True,yugioh
5558,5558,Lightning Vortex,Spell Card,normal,,,,False,yugioh
6350,6350,Lightning Warrior,Synchro Monster,warrior,0.5833333333333334,0.48,0.48,True,yugioh
3144,3144,Lightray Daedalus,Effect Monster,sea serpent,0.5833333333333334,0.52,0.52,True,yugioh
2445,2445,Lightray Diabolos,Effect Monster,dragon,0.5833333333333334,0.56,0.56,True,yugioh
396,396,Lightray Gearfried,Effect Monster,warrior,0.6666666666666666,0.56,0.56,True,yugioh
2236,2236,Lightray Grepher,Effect Monster,warrior,0.3333333333333333,0.34,0.34,True,yugioh
6395,6395,Lightray Sorcerer,Effect Monster,spellcaster,0.5,0.46,0.46,True,yugioh
4522,4522,Lightserpent,Effect Monster,reptile,0.25,0.24,0.24,True,yugioh
1827,1827,Lightsworn Barrier,Trap Card,continuous,,,,False,yugioh
2477,2477,Lightsworn Sabre,Spell Card,equip,,,,False,yugioh
4291,4291,Lightsworn Sanctuary,Spell Card,continuous,,,,False,yugioh
7006,7006,Lillith Maiden-Loom,CombatScout,elder,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
5526,5526,Lillybot,Effect Monster,machine,0.3333333333333333,0.4,0.1,True,yugioh
0,0,Limit Reverse,Trap Card,continuous,,,,False,yugioh
1905,1905,Limiter Removal,Spell Card,quick-play,,,,False,yugioh
4266,4266,Lindbloom,Effect Monster,wyrm,0.3333333333333333,0.36,0.0,False,yugioh
2378,2378,Lineage of Destruction,Trap Card,normal,,,,False,yugioh
5183,5183,Linear Accelerator Cannon,Spell Card,normal,,,,False,yugioh
7728,7728,Lion,Unaligned,beast,0.25,0.2592307692307692,0.6566666666666667,True,dd5
391,391,Lion Alligator,Effect Monster,reptile,0.3333333333333333,0.38,0.38,True,yugioh
4999,4999,Lionhearted Locomotive,Effect Monster,machine,0.3333333333333333,0.48,0.48,True,yugioh
4499,4499,Lisark,Normal Monster,beast,0.3333333333333333,0.26,0.26,True,yugioh
6607,6607,Lisbet,None,nord,0.0073891625615763,0.024142926122646,0.0694238647258781,False,skyrim
6920,6920,Lisette,None,breton,0.0049261083743842,0.0352486721390632,0.0855565240128998,False,skyrim
5515,5515,Little Chimera,Effect Monster,beast,0.1666666666666666,0.12,0.12,True,yugioh
3482,3482,Little D,Normal Monster,dinosaur,0.25,0.22,0.22,True,yugioh
3752,3752,Little Fairy,Effect Monster,fairy,0.25,0.16,0.16,True,yugioh
5915,5915,Little Trooper,Effect Monster,warrior,0.0833333333333333,0.18,0.18,True,yugioh
2784,2784,Living Vase,Normal Monster,plant,0.25,0.22,0.18,True,yugioh
7729,7729,Lizard,Unaligned,beast,0.03125,0.2014792899408284,0.3666666666666667,True,dd5
1708,1708,Lizard Soldier,Normal Monster,dragon,0.25,0.22,0.22,True,yugioh
7730,7730,Lizardfolk,Neutral,humanoid (lizardfolk),0.0625,0.3162721893491124,0.55,True,dd5
3311,3311,Ljosalf of the Nordic Alfar,Effect Monster,spellcaster,0.3333333333333333,0.28,0.28,True,yugioh
6725,6725,Lleril Morvayn,CombatWarrior1H,dark elf,0.0307881773399014,0.1834862385321101,0.1077747755600104,False,skyrim
7332,7332,Llewellyn the Nightingale,None,nord,0.9975369458128078,0.0391115403186866,0.0906310468055434,False,skyrim
7219,7219,Lob,None,orc,0.998768472906404,0.024142926122646,0.0933931839972108,True,skyrim
5220,5220,Localized Tornado,Trap Card,normal,,,,False,yugioh
4268,4268,Lock Cat,Effect Monster,beast,0.25,0.24,0.24,True,yugioh
3112,3112,Locomotion R-Genex,Synchro Monster,machine,0.75,0.5,0.5,True,yugioh
6605,6605,Lod,VendorBlacksmith,nord,0.0049261083743842,0.0371801062288749,0.0806310468055434,False,skyrim
7121,7121,Lodvar,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7491,7491,Logrolf the Willful,None,elder,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
5389,5389,"Loki, Lord of the Aesir",Synchro Monster,spellcaster,0.8333333333333334,0.66,0.66,True,yugioh
7492,7492,Lokil,None,nord,0.0172413793103448,0.1216803476581361,0.2213117754728493,True,skyrim
7138,7138,Lokir,None,nord,0.001231527093596,0.012071463061323,0.0694238647258781,False,skyrim
6577,6577,Lond,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
3988,3988,Lonefire Blossom,Effect Monster,plant,0.25,0.28,0.1,True,yugioh
2873,2873,Lord British Space Fighter,Effect Monster,machine,0.3333333333333333,0.24,0.24,True,yugioh
721,721,Lord Gaia the Fierce Knight,Effect Monster,warrior,0.5833333333333334,0.46,0.46,True,yugioh
7301,7301,Lord Harkon,None,nord,0.998768472906404,0.1207146306132303,0.160332955634969,True,skyrim
3276,3276,Lord Poison,Effect Monster,plant,0.3333333333333333,0.3,0.3,True,yugioh
1491,1491,Lord of D.,Effect Monster,spellcaster,0.3333333333333333,0.24,0.24,True,yugioh
1571,1571,Lord of the Red,Ritual Effect Monster,dragon,0.6666666666666666,0.48,0.48,True,yugioh
7071,7071,Lortheim,None,nord,0.0049261083743842,0.036214389183969,0.0790115924344112,False,skyrim
2010,2010,Lose 1 Turn,Trap Card,continuous,,,,False,yugioh
3746,3746,Lost Guardian,Effect Monster,rock,0.3333333333333333,0.02,0.02,True,yugioh
5942,5942,Lost Wind,Trap Card,normal,,,,False,yugioh
6520,6520,Lost World,Spell Card,field,,,,False,yugioh
6745,6745,Louis Letrush,None,breton,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
7493,7493,Lu'ah Al-Skaven,CombatMageConjurer,redguard,0.998768472906404,0.0724287783679381,0.1483482959993027,False,skyrim
7026,7026,Luaffyn,None,dark elf,0.0049261083743842,0.0386286817962337,0.0766146605072779,False,skyrim
7168,7168,Lucan Valerius,None,imperial,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
2834,2834,"Lucent, Netherlord of Dark World",Effect Monster,fiend,0.5,0.48,0.48,True,yugioh
6941,6941,Lucia,None,imperial,0.001231527093596,0.024142926122646,0.0239693192713326,False,skyrim
4783,4783,Lucius the Shadow Vassal,Effect Monster,fiend,0.0833333333333333,0.2,0.16,True,yugioh
2812,2812,Lucky Iron Axe,Spell Card,equip,,,,False,yugioh
5521,5521,Lucky Pied Piper,Gemini Monster,fairy,0.3333333333333333,0.3,0.3,True,yugioh
2939,2939,Lucky Punch,Trap Card,continuous,,,,False,yugioh
336,336,Lucky Trinket,Normal Monster,spellcaster,0.1666666666666666,0.16,0.12,True,yugioh
3181,3181,Lullaby of Obedience,Spell Card,normal,,,,False,yugioh
4655,4655,Lumenize,Trap Card,normal,,,,False,yugioh
2828,2828,Luminous Dragon Ritual,Spell Card,ritual,,,,False,yugioh
4683,4683,Luminous Soldier,Effect Monster,warrior,0.4166666666666667,0.42,0.42,True,yugioh
3967,3967,Luna Light Perfume,Spell Card,normal,,,,False,yugioh
931,931,Lunalight Black Sheep,Effect Monster,beast-warrior,0.1666666666666666,0.12,0.02,True,yugioh
940,940,Lunalight Blue Cat,Effect Monster,beast-warrior,0.3333333333333333,0.32,0.32,True,yugioh
4215,4215,Lunalight Cat Dancer,Fusion Monster,beast-warrior,0.5833333333333334,0.48,0.48,True,yugioh
2883,2883,Lunalight Kaleido Chick,Effect Monster,beast-warrior,0.3333333333333333,0.28,0.28,True,yugioh
2025,2025,Lunalight Leo Dancer,Fusion Monster,beast-warrior,0.8333333333333334,0.7,0.7,True,yugioh
6465,6465,Lunalight Panther Dancer,Fusion Monster,beast-warrior,0.6666666666666666,0.56,0.56,True,yugioh
3965,3965,Lunalight Purple Butterfly,Effect Monster,beast-warrior,0.25,0.2,0.2,True,yugioh
920,920,Lunalight Reincarnation Dance,Trap Card,normal,,,,False,yugioh
6312,6312,Lunalight Tiger,Pendulum Effect Monster,beast-warrior,0.25,0.24,0.24,True,yugioh
3907,3907,Lunalight Wolf,Pendulum Effect Monster,beast-warrior,0.5,0.4,0.4,True,yugioh
5035,5035,Lunar Queen Elzaim,Normal Monster,fairy,0.25,0.22,0.15,True,yugioh
6709,6709,Lurbuk,None,orc,0.0049261083743842,0.0352486721390632,0.0855565240128998,False,skyrim
912,912,Luster Dragon,Normal Monster,dragon,0.3333333333333333,0.38,0.38,True,yugioh
1470,1470,Luster Dragon 2,Normal Monster,dragon,0.5,0.48,0.48,True,yugioh
6316,6316,Lycanthrope,Ritual Effect Monster,beast-warrior,0.5,0.48,0.48,True,yugioh
6944,6944,Lydia,CombatWarrior1H,nord,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
7055,7055,Lygrleid (Skyrim),None,nord,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
1858,1858,"Lyla, Lightsworn Sorceress",Effect Monster,spellcaster,0.3333333333333333,0.34,0.34,True,yugioh
5881,5881,Lyna the Light Charmer,Flip Effect Monster,spellcaster,0.25,0.3,0.1,True,yugioh
7146,7146,Lynly Star-Sung,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
4586,4586,M-Warrior 1,Normal Monster,warrior,0.25,0.2,0.2,True,yugioh
379,379,M-X-Saber Invoker,XYZ Monster,warrior,0.25,0.32,0.32,True,yugioh
1539,1539,Ma'at,Effect Monster,fairy,0.8333333333333334,0.0,0.0,False,yugioh
7440,7440,Ma'dran,None,khajiit,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7441,7441,Ma'jhad,TrainerLockpickExpert,khajiit,0.0061576354679802,0.024142926122646,0.0694238647258781,False,skyrim
7435,7435,Ma'randru-jo,CombatMageElemental,khajiit,0.0049261083743842,0.036214389183969,0.0876056829076963,False,skyrim
7382,7382,Ma'tasarr,None,khajiit,0.001231527093596,0.0,,True,skyrim
7494,7494,Ma'zaka,None,khajiit,0.0049261083743842,0.036214389183969,0.0833086376710537,True,skyrim
2582,2582,Machina Armored Unit,Spell Card,continuous,,,,False,yugioh
3189,3189,Machina Cannon,Effect Monster,machine,0.6666666666666666,0.44,0.0,False,yugioh
4723,4723,Machina Force,Effect Monster,machine,0.8333333333333334,0.92,0.92,True,yugioh
466,466,Machina Fortress,Effect Monster,machine,0.5833333333333334,0.5,0.5,True,yugioh
3508,3508,Machina Gearframe,Union Effect Monster,machine,0.3333333333333333,0.36,0.36,True,yugioh
1960,1960,Machina Sniper,Effect Monster,machine,0.3333333333333333,0.36,0.36,True,yugioh
4953,4953,Machina Soldier,Effect Monster,machine,0.3333333333333333,0.32,0.32,True,yugioh
