,name,type,kind,development_stage,vitality,attack,harmful,universe
5043,Mighty Guard,Normal Monster,Machine,0.3333333333333333,0.24,0.1,True,yugioh
5044,Fortress Whale,Ritual Monster,Fish,0.5833333333333334,0.47,0.47,True,yugioh
5045,Kazejin,Effect Monster,Spellcaster,0.5833333333333334,0.48,0.48,True,yugioh
5046,Violet Witch,Effect Monster,Spellcaster,0.3333333333333333,0.24,0.22,True,yugioh
5047,Hyozanryu,Normal Monster,Dragon,0.5833333333333334,0.56,0.42,True,yugioh
5048,Rhaimundos of the Red Sword,Normal Monster,Warrior,0.3333333333333333,0.26,0.24,True,yugioh
5049,Reshef the Dark Being,Ritual Effect Monster,Fiend,0.6666666666666666,0.5,0.5,True,yugioh
5050,Sylvan Flowerknight,Effect Monster,Plant,0.3333333333333333,0.36,0.36,True,yugioh
5051,Different Dimension Deepsea Trench,Spell Card,Continuous,,,,False,yugioh
5052,Alien Grey,Flip Effect Monster,Reptile,0.16666666666666666,0.16,0.06,True,yugioh
5053,Pestilence,Spell Card,Equip,,,,False,yugioh
5054,Gravekeeper's Chief,Effect Monster,Spellcaster,0.4166666666666667,0.38,0.38,True,yugioh
5055,Achacha Chanbara,Effect Monster,Warrior,0.25,0.28,0.28,True,yugioh
5056,Gogogo Golem,Effect Monster,Rock,0.3333333333333333,0.36,0.36,True,yugioh
5057,Z-ONE,Spell Card,Normal,,,,False,yugioh
5058,Labradorite Dragon,Normal Tuner Monster,Dragon,0.5,0.48,0.0,False,yugioh
5059,Lekunga,Effect Monster,Plant,0.3333333333333333,0.34,0.34,True,yugioh
5060,Lekunga Token,Token,Plant,,,,False,yugioh
5061,T.G. Recipro Dragonfly,Synchro Monster,Insect,0.16666666666666666,0.06,0.06,True,yugioh
5062,Masked HERO Dian,Fusion Monster,Warrior,0.6666666666666666,0.6,0.56,True,yugioh
5063,Assault on GHQ,Trap Card,Normal,,,,False,yugioh
5064,X-Head Cannon,Normal Monster,Machine,0.3333333333333333,0.36,0.36,True,yugioh
5065,Toad Master,Normal Monster,Aqua,0.25,0.2,0.2,True,yugioh
5066,Dizzying Winds of Yosen Village,Trap Card,Continuous,,,,False,yugioh
5067,Jurrac Tyrannus,Effect Monster,Dinosaur,0.5833333333333334,0.5,0.5,True,yugioh
5068,The Phantom Knights of Break Sword,XYZ Monster,Warrior,0.25,0.4,0.4,True,yugioh
5069,Steelswarm Genome,Effect Monster,Fiend,0.16666666666666666,0.2,0.2,True,yugioh
5070,Armored Axon Kicker,Effect Monster,Psychic,0.5,0.44,0.44,True,yugioh
5071,Parrot Dragon,Normal Monster,Dragon,0.4166666666666667,0.4,0.4,True,yugioh
5072,Skull Conductor,Effect Monster,Zombie,0.3333333333333333,0.4,0.4,True,yugioh
5073,Tour of Doom,Trap Card,Continuous,,,,False,yugioh
5074,Mystery Hand,Normal Monster,Fiend,0.16666666666666666,0.1,0.1,True,yugioh
5075,Shining Hope Road,Spell Card,Normal,,,,False,yugioh
5076,Good & Evil in the Burning Abyss,Spell Card,Ritual,,,,False,yugioh
5077,Light of Intervention,Trap Card,Continuous,,,,False,yugioh
5078,D - Shield,Trap Card,Normal,,,,False,yugioh
5079,Dragon Master Knight,Fusion Monster,Dragon,1.0,1.0,1.0,True,yugioh
5080,Equip Shot,Trap Card,Normal,,,,False,yugioh
5081,Arcana Force 0 - The Fool,Effect Monster,Fairy,0.08333333333333333,0.0,0.0,False,yugioh
5082,Dicelops,Effect Monster,Machine,0.3333333333333333,0.36,0.36,True,yugioh
5083,Soprano the Melodious Songstress,Effect Monster,Fairy,0.3333333333333333,0.28,0.28,True,yugioh
5084,Natural Tune,Spell Card,Normal,,,,False,yugioh
5085,Silent Psychic Wizard,Effect Monster,Psychic,0.3333333333333333,0.38,0.38,True,yugioh
5086,Inari Fire,Effect Monster,Pyro,0.3333333333333333,0.3,0.3,True,yugioh
5087,"Libic, Malebranche of the Burning Abyss",Effect Monster,Fiend,0.25,0.26,0.26,True,yugioh
5088,Convulsion of Nature,Spell Card,Continuous,,,,False,yugioh
5089,Destruction of Destiny,Trap Card,Normal,,,,False,yugioh
5090,Unstable Evolution,Spell Card,Equip,,,,False,yugioh
5091,Soul-Absorbing Bone Tower,Effect Monster,Zombie,0.25,0.3,0.08,True,yugioh
5092,Volcanic Queen,Effect Monster,Pyro,0.5,0.5,0.5,True,yugioh
5093,Iron Core Immediate Disposal,Spell Card,Normal,,,,False,yugioh
5094,Dragon Manipulator,Flip Effect Monster,Warrior,0.25,0.16,0.14,True,yugioh
5095,Skyscraper,Spell Card,Field,,,,False,yugioh
5096,Bujin Regalia - The Jewel,Trap Card,Normal,,,,False,yugioh
5097,Elemental HERO Blazeman,Effect Monster,Warrior,0.3333333333333333,0.36,0.24,True,yugioh
5098,Tempest Magician,Synchro Monster,Spellcaster,0.5,0.44,0.44,True,yugioh
5099,Stop Defense,Spell Card,Normal,,,,False,yugioh
5100,Orca Mega-Fortress of Darkness,Effect Monster,Sea Serpent,0.4166666666666667,0.42,0.42,True,yugioh
5101,The Shadow Who Controls the Dark,Normal Monster,Fiend,0.25,0.16,0.16,True,yugioh
5102,Batteryman AA,Effect Monster,Thunder,0.25,0.0,0.0,False,yugioh
5103,Wall Shadow,Effect Monster,Warrior,0.5833333333333334,0.6,0.32,True,yugioh
5104,Fool of Prophecy,Effect Monster,Spellcaster,0.25,0.32,0.32,True,yugioh
5105,Great Shogun Shien,Effect Monster,Warrior,0.5833333333333334,0.5,0.5,True,yugioh
5106,Over Capacity,Trap Card,Normal,,,,False,yugioh
5107,Saber Shark,Effect Monster,Fish,0.3333333333333333,0.32,0.32,True,yugioh
5108,Genex Ally Reliever,Effect Monster,Machine,0.4166666666666667,0.44,0.44,True,yugioh
5109,Photon Satellite,Effect Monster,Machine,0.08333333333333333,0.0,0.0,False,yugioh
5110,Rai-Mei,Effect Monster,Thunder,0.25,0.28,0.28,True,yugioh
5111,Cyber Shield,Spell Card,Equip,,,,False,yugioh
5112,Skill Prisoner,Trap Card,Normal,,,,False,yugioh
5113,Dinomist Rex,Pendulum Effect Monster,Machine,0.4166666666666667,0.48,0.48,True,yugioh
5114,Alien Overlord,Effect Monster,Reptile,0.5,0.44,0.44,True,yugioh
5115,Sylvan Peaskeeper,Effect Monster,Plant,0.08333333333333333,0.08,0.08,True,yugioh
5116,Miracle Jurassic Egg,Effect Monster,Dinosaur,0.3333333333333333,0.4,0.0,False,yugioh
5117,Satellarknight Sirius,Effect Monster,Warrior,0.3333333333333333,0.32,0.32,True,yugioh
5118,Dragon Shield,Spell Card,Equip,,,,False,yugioh
5119,Terra the Terrible,Normal Monster,Fiend,0.3333333333333333,0.26,0.24,True,yugioh
5120,Trojan Blast,Trap Card,Normal,,,,False,yugioh
5121,Phoenix Wing Wind Blast,Trap Card,Normal,,,,False,yugioh
5122,Destiny HERO - Celestial,Effect Monster,Warrior,0.3333333333333333,0.32,0.32,True,yugioh
5123,Goyo Chaser,Synchro Monster,Warrior,0.4166666666666667,0.38,0.38,True,yugioh
5124,Thousand Knives,Spell Card,Normal,,,,False,yugioh
5125,Senet Switch,Spell Card,Continuous,,,,False,yugioh
5126,Giganticastle,Synchro Monster,Rock,0.75,0.58,0.58,True,yugioh
5127,Stone Armadiller,Normal Monster,Rock,0.25,0.24,0.16,True,yugioh
5128,Physical Double,Trap Card,Normal,,,,False,yugioh
5129,Mirage Token,Token,Warrior,,,,False,yugioh
5130,Underground Arachnid,Synchro Monster,Insect,0.5,0.48,0.48,True,yugioh
5131,Meklord Astro Mekanikle,Effect Monster,Machine,1.0,0.8,0.8,True,yugioh
5132,Cyber Summon Blaster,Trap Card,Continuous,,,,False,yugioh
5133,Star Changer,Spell Card,Quick-Play,,,,False,yugioh
5134,Dragunity Arma Leyvaten,Effect Monster,Dragon,0.6666666666666666,0.52,0.52,True,yugioh
5135,Mystical Capture Chain,Normal Monster,Fairy,0.16666666666666666,0.14,0.14,True,yugioh
5136,Mystical Wind Typhoon,Spell Card,Quick-Play,,,,False,yugioh
5137,Thousand-Eyes Restrict,Fusion Monster,Spellcaster,0.08333333333333333,0.0,0.0,False,yugioh
5138,Mech Mole Zombie,Normal Monster,Zombie,0.16666666666666666,0.1,0.1,True,yugioh
5139,Constellar Meteor,Trap Card,Normal,,,,False,yugioh
5140,Pharaoh's Treasure,Trap Card,Normal,,,,False,yugioh
5141,Gogogo Talisman,Spell Card,Continuous,,,,False,yugioh
5142,Unicorn Beacon,Spell Card,Normal,,,,False,yugioh
5143,X-Saber Souza,Synchro Monster,Warrior,0.5833333333333334,0.5,0.5,True,yugioh
5144,Butterspy Protection,Trap Card,Normal,,,,False,yugioh
5145,Wave-Motion Inferno,Spell Card,Continuous,,,,False,yugioh
5146,Goblin Zombie,Effect Monster,Zombie,0.3333333333333333,0.22,0.22,True,yugioh
5147,Buster Blaster,Union Effect Monster,Machine,0.08333333333333333,0.0,0.0,False,yugioh
5148,Attack and Receive,Trap Card,Normal,,,,False,yugioh
5149,Gravekeeper's Spear Soldier,Effect Monster,Spellcaster,0.3333333333333333,0.3,0.3,True,yugioh
5150,O - Oversoul,Spell Card,Normal,,,,False,yugioh
5151,Ryu Okami,Effect Monster,Wyrm,0.6666666666666666,0.58,0.58,True,yugioh
5152,Fog Control,Spell Card,Quick-Play,,,,False,yugioh
5153,Exarion Universe,Effect Monster,Beast-Warrior,0.3333333333333333,0.38,0.36,True,yugioh
5154,Smoke Grenade of the Thief,Spell Card,Equip,,,,False,yugioh
5155,Melodious Illusion,Trap Card,Normal,,,,False,yugioh
5156,Supersonic Skull Flame,Effect Monster,Zombie,0.8333333333333334,0.52,0.52,True,yugioh
5157,Rainbow Gravity,Trap Card,Normal,,,,False,yugioh
5158,The Phantom Knights of Ragged Gloves,Effect Monster,Warrior,0.25,0.2,0.2,True,yugioh
5159,Break! Draw!,Spell Card,Equip,,,,False,yugioh
5160,Marshalling Field,Trap Card,Continuous,,,,False,yugioh
5161,Archfiend Palabyrinth,Spell Card,Field,,,,False,yugioh
5162,"Jizukiru, the Star Destroying Kaiju",Effect Monster,Machine,0.8333333333333334,0.66,0.66,True,yugioh
5163,Gishki Noellia,Effect Monster,Spellcaster,0.3333333333333333,0.34,0.34,True,yugioh
5164,Submarine Frog,Effect Monster,Aqua,0.16666666666666666,0.24,0.24,True,yugioh
5165,Junk Synchron,Tuner Monster,Warrior,0.25,0.26,0.26,True,yugioh
5166,Double Cipher,Trap Card,Normal,,,,False,yugioh
5167,Machine Duplication,Spell Card,Normal,,,,False,yugioh
5168,Pot of Acquisitiveness,Spell Card,Quick-Play,,,,False,yugioh
5169,Genex Ally Birdman,Tuner Monster,Machine,0.25,0.28,0.28,True,yugioh
5170,Variable Form,Trap Card,Continuous,,,,False,yugioh
5171,Obliterate!!!,Trap Card,Continuous,,,,False,yugioh
5172,Horn of the Unicorn,Spell Card,Equip,,,,False,yugioh
5173,Kozmo Dark Eclipser,Effect Monster,Machine,0.75,0.6,0.6,True,yugioh
5174,Future Glow,Spell Card,Continuous,,,,False,yugioh
5175,Photon Circle,Effect Monster,Spellcaster,0.3333333333333333,0.2,0.2,True,yugioh
5176,Embryonic Beast,Normal Monster,Fiend,0.16666666666666666,0.15,0.1,True,yugioh
5177,Alien Kid,Effect Monster,Reptile,0.3333333333333333,0.32,0.32,True,yugioh
5178,Purge Ray,Trap Card,Normal,,,,False,yugioh
5179,Destiny HERO - Decider,Effect Monster,Warrior,0.3333333333333333,0.32,0.32,True,yugioh
5180,Earthbound Revival,Spell Card,Normal,,,,False,yugioh
5181,Jormungardr the Nordic Serpent,Effect Monster,Dragon,0.6666666666666666,0.6,0.6,True,yugioh
5182,Performapal Gold Fang,Pendulum Effect Monster,Beast,0.3333333333333333,0.36,0.36,True,yugioh
5183,Linear Accelerator Cannon,Spell Card,Normal,,,,False,yugioh
5184,Meliae of the Trees,XYZ Monster,Plant,0.25,0.34,0.34,True,yugioh
5185,Dragon Ice,Effect Monster,Dragon,0.4166666666666667,0.44,0.36,True,yugioh
5186,Cyber Ogre,Effect Monster,Machine,0.4166666666666667,0.38,0.38,True,yugioh
5187,Meteor Dragon,Normal Monster,Dragon,0.5,0.4,0.36,True,yugioh
5188,Meteorain,Trap Card,Normal,,,,False,yugioh
5189,Kozmo Tincan,Effect Monster,Psychic,0.08333333333333333,0.0,0.0,False,yugioh
5190,Guard Go!,Trap Card,Normal,,,,False,yugioh
5191,Skull-Mark Ladybug,Effect Monster,Insect,0.3333333333333333,0.3,0.1,True,yugioh
5192,Hieratic Sun Dragon Overlord of Heliopolis,XYZ Monster,Dragon,0.6666666666666666,0.6,0.6,True,yugioh
5193,Red-Eyes Black Metal Dragon,Effect Monster,Machine,0.6666666666666666,0.56,0.56,True,yugioh
5194,Red-Eyes Black Metal Dragon,Effect Monster,Machine,0.6666666666666666,0.56,0.56,True,yugioh
5195,Amphibious Bugroth MK-3,Effect Monster,Machine,0.3333333333333333,0.3,0.3,True,yugioh
5196,Superheavy Samurai Trumpeter,Tuner Monster,Machine,0.16666666666666666,0.12,0.06,True,yugioh
5197,Gorgonic Gargoyle,Effect Monster,Rock,0.25,0.2,0.2,True,yugioh
5198,Doomsday Horror,Effect Monster,Fiend,0.3333333333333333,0.0,0.0,False,yugioh
5199,Zeta Reticulant,Effect Monster,Fairy,0.5833333333333334,0.48,0.48,True,yugioh
5200,Eva Token,Token,Fiend,,,,False,yugioh
5201,Magical Labyrinth,Spell Card,Equip,,,,False,yugioh
5202,The Six Samurai - Yaichi,Effect Monster,Warrior,0.25,0.26,0.26,True,yugioh
5203,Darktellarknight Batlamyus,XYZ Monster,Warrior,0.3333333333333333,0.52,0.52,True,yugioh
5204,Alligator's Sword,Normal Monster,Beast,0.3333333333333333,0.3,0.3,True,yugioh
5205,Aquamirror Illusion,Trap Card,Normal,,,,False,yugioh
5206,Performapal Whim Witch,Pendulum Effect Monster,Spellcaster,0.25,0.16,0.16,True,yugioh
5207,Superalloy Beast Raptinus,Fusion Monster,Dragon,0.6666666666666666,0.44,0.44,True,yugioh
5208,Qliphort Disk,Pendulum Effect Monster,Machine,0.5833333333333334,0.56,0.56,True,yugioh
5209,Z-Metal Tank,Union Effect Monster,Machine,0.3333333333333333,0.3,0.3,True,yugioh
5210,Hibikime,Normal Monster,Warrior,0.3333333333333333,0.29,0.29,True,yugioh
5211,Eyearmor,Normal Monster,Warrior,0.16666666666666666,0.12,0.12,True,yugioh
5212,Hieratic Seal of the Dragon King,Gemini Monster,Dragon,0.5,0.0,0.0,False,yugioh
5213,Sasuke Samurai 4,Effect Monster,Warrior,0.3333333333333333,0.24,0.24,True,yugioh
5214,Scrap Orthros,Tuner Monster,Beast,0.3333333333333333,0.34,0.34,True,yugioh
5215,Chimeratech Overdragon,Fusion Monster,Machine,0.75,0.0,0.0,False,yugioh
5216,Swordsman of Revealing Light,Effect Monster,Warrior,0.6666666666666666,0.48,0.0,False,yugioh
5217,Ojama Blue,Effect Monster,Beast,0.16666666666666666,0.2,0.0,False,yugioh
5218,Relinquished,Ritual Effect Monster,Spellcaster,0.08333333333333333,0.0,0.0,False,yugioh
5219,Iron Call,Spell Card,Normal,,,,False,yugioh
5220,Localized Tornado,Trap Card,Normal,,,,False,yugioh
5221,Gandora the Dragon of Destruction,Effect Monster,Dragon,0.6666666666666666,0.0,0.0,False,yugioh
5222,Sword Breaker,XYZ Monster,Warrior,0.5,0.54,0.54,True,yugioh
5223,Trap Dustshoot,Trap Card,Normal,,,,False,yugioh
5224,Star Seraph Scale,Effect Monster,Fairy,0.3333333333333333,0.3,0.3,True,yugioh
5225,Gem-Turtle,Flip Effect Monster,Rock,0.3333333333333333,0.4,0.0,False,yugioh
5226,The Agent of Creation - Venus,Effect Monster,Fairy,0.25,0.32,0.32,True,yugioh
5227,Penumbral Soldier Lady,Effect Monster,Warrior,0.5,0.42,0.42,True,yugioh
5228,Fire Princess,Effect Monster,Pyro,0.3333333333333333,0.3,0.26,True,yugioh
5229,Charming Resort Staff,Effect Monster,Fairy,0.25,0.06,0.06,True,yugioh
5230,Paleozoic Marrella,Trap Card,Normal,,,,False,yugioh
5231,King's Knight,Effect Monster,Warrior,0.3333333333333333,0.32,0.32,True,yugioh
5232,Heart of Clear Water,Spell Card,Equip,,,,False,yugioh
5233,Evo-Branch,Trap Card,Normal,,,,False,yugioh
5234,Stardust Charge Warrior,Synchro Monster,Warrior,0.5,0.4,0.4,True,yugioh
5235,Tardy Orc,Effect Monster,Fiend,0.3333333333333333,0.44,0.44,True,yugioh
5236,T.G. Catapult Dragon,Effect Monster,Dragon,0.16666666666666666,0.26,0.18,True,yugioh
5237,T.G. Cyber Magician,Tuner Monster,Spellcaster,0.08333333333333333,0.0,0.0,False,yugioh
5238,Samurai of the Ice Barrier,Effect Monster,Warrior,0.3333333333333333,0.36,0.36,True,yugioh
5239,Against the Wind,Spell Card,Normal,,,,False,yugioh
5240,Dinomist Pteran,Pendulum Effect Monster,Machine,0.3333333333333333,0.36,0.36,True,yugioh
5241,Viper's Rebirth,Spell Card,Normal,,,,False,yugioh
5242,Apprentice Piper,Flip Effect Monster,Spellcaster,0.16666666666666666,0.3,0.02,True,yugioh
5243,Magic Triangle of the Ice Barrier,Spell Card,Normal,,,,False,yugioh
5244,Yosenju Shinchu L,Pendulum Effect Monster,Rock,0.3333333333333333,0.42,0.0,False,yugioh
5245,Koa'ki Meiru Maximus,Effect Monster,Dragon,0.6666666666666666,0.6,0.6,True,yugioh
5246,Performapal Odd-Eyes Metal Claw,Fusion Monster,Dragon,0.6666666666666666,0.6,0.6,True,yugioh
5247,Satellarknight Alsahm,Effect Monster,Warrior,0.3333333333333333,0.36,0.28,True,yugioh
5248,Anti-Aircraft Flower,Effect Monster,Plant,0.25,0.32,0.0,False,yugioh
5249,Thorn of Malice,Spell Card,Equip,,,,False,yugioh
5250,R-Genex Crusher,Effect Monster,Machine,0.16666666666666666,0.16,0.16,True,yugioh
5251,Armor Ninjitsu Art of Freezing,Trap Card,Continuous,,,,False,yugioh
5252,Neo Flamvell Garuda,Effect Monster,Pyro,0.25,0.36,0.24,True,yugioh
5253,Black Pendant,Spell Card,Equip,,,,False,yugioh
5254,A-to-Z-Dragon Buster Cannon,Fusion Monster,Machine,0.8333333333333334,0.8,0.8,True,yugioh
5255,Dark Armed Dragon,Effect Monster,Dragon,0.5833333333333334,0.56,0.56,True,yugioh
5256,Spiritual Beast Tamer Winda,Effect Monster,Psychic,0.3333333333333333,0.36,0.32,True,yugioh
5257,Performapal Stamp Turtle,Effect Monster,Aqua,0.3333333333333333,0.36,0.02,True,yugioh
5258,Variety Comes Out,Spell Card,Normal,,,,False,yugioh
5259,Tellarknight Genesis,Spell Card,Quick-Play,,,,False,yugioh
5260,Big Shield Gardna,Effect Monster,Warrior,0.3333333333333333,0.52,0.02,True,yugioh
5261,Yosenju Kama 1,Effect Monster,Beast-Warrior,0.3333333333333333,0.32,0.32,True,yugioh
5262,Element Magician,Effect Monster,Spellcaster,0.3333333333333333,0.3,0.3,True,yugioh
5263,Gusto Gulldo,Tuner Monster,Winged Beast,0.25,0.1,0.1,True,yugioh
5264,Dark Voltanis,Effect Monster,Fairy,0.6666666666666666,0.56,0.56,True,yugioh
5265,Dark Driceratops,Effect Monster,Dinosaur,0.5,0.48,0.48,True,yugioh
5266,Alchemic Magician,XYZ Monster,Spellcaster,0.3333333333333333,0.3,0.3,True,yugioh
5267,"Yellow Baboon, Archer of the Forest",Effect Monster,Beast,0.5833333333333334,0.52,0.52,True,yugioh
5268,Fluffal Owl,Effect Monster,Fairy,0.16666666666666666,0.2,0.2,True,yugioh
5269,Skilled Red Magician,Effect Monster,Spellcaster,0.3333333333333333,0.32,0.32,True,yugioh
5270,Photon Thrasher,Effect Monster,Warrior,0.3333333333333333,0.42,0.42,True,yugioh
5271,Alchemy Cycle,Trap Card,Normal,,,,False,yugioh
5272,Stand-Off,Spell Card,Normal,,,,False,yugioh
5273,Chakra,Ritual Monster,Fiend,0.5833333333333334,0.49,0.49,True,yugioh
5274,Huge Revolution,Trap Card,Normal,,,,False,yugioh
5275,The End of Anubis,Effect Monster,Fiend,0.5,0.5,0.5,True,yugioh
5276,Shutendoji,Effect Monster,Zombie,0.3333333333333333,0.3,0.3,True,yugioh
5277,Aquarium Set,Spell Card,Continuous,,,,False,yugioh
5278,Ritual Foregone,Spell Card,Normal,,,,False,yugioh
5279,Toon Mermaid,Toon Monster,Aqua,0.3333333333333333,0.3,0.28,True,yugioh
5280,"Dragodies, the Empowered Warrior",Pendulum Effect Monster,Warrior,0.3333333333333333,0.3,0.3,True,yugioh
5281,The Unfriendly Amazon,Effect Monster,Warrior,0.3333333333333333,0.4,0.4,True,yugioh
5282,Codarus,Effect Monster,Sea Serpent,0.3333333333333333,0.28,0.28,True,yugioh
5283,Scrap Soldier,Tuner Monster,Warrior,0.4166666666666667,0.42,0.42,True,yugioh
5284,Qliphort Scout,Pendulum Normal Monster,Machine,0.4166666666666667,0.56,0.2,True,yugioh
5285,"Denglong, First of the Yang Zing",Synchro Tuner Monster,Wyrm,0.4166666666666667,0.56,0.0,False,yugioh
5286,Mist Condor,Effect Monster,Winged Beast,0.3333333333333333,0.28,0.28,True,yugioh
5287,Red Archery Girl,Normal Monster,Aqua,0.3333333333333333,0.3,0.28,True,yugioh
5288,Chronomaly Winged Sphinx,Effect Monster,Rock,0.4166666666666667,0.38,0.32,True,yugioh
5289,Wattcube,Spell Card,Equip,,,,False,yugioh
5290,Y-Dragon Head,Union Effect Monster,Machine,0.3333333333333333,0.32,0.3,True,yugioh
5291,Gruesome Goo,Normal Monster,Aqua,0.25,0.26,0.26,True,yugioh
5292,Vylon Polytope,Spell Card,Quick-Play,,,,False,yugioh
5293,Spirit of the Six Samurai,Union Effect Monster,Warrior,0.25,0.1,0.1,True,yugioh
5294,Debunk,Trap Card,Counter,,,,False,yugioh
5295,Dragard,Effect Monster,Dragon,0.3333333333333333,0.38,0.26,True,yugioh
5296,Call of the Earthbound,Trap Card,Normal,,,,False,yugioh
5297,"Gungnir, Dragon of the Ice Barrier",Synchro Monster,Dragon,0.5833333333333334,0.5,0.5,True,yugioh
5298,Ganbara Lancer,Effect Monster,Warrior,0.4166666666666667,0.4,0.2,True,yugioh
5299,Statue of the Wicked,Trap Card,Normal,,,,False,yugioh
5300,Wicked Token,Token,Fiend,,,,False,yugioh
5301,Dark Deal,Trap Card,Normal,,,,False,yugioh
5302,Coffin Seller,Trap Card,Continuous,,,,False,yugioh
5303,Inzektor Giga-Cricket,Effect Monster,Insect,0.4166666666666667,0.4,0.4,True,yugioh
5304,Heroic Challenger - Assault Halberd,Effect Monster,Warrior,0.3333333333333333,0.36,0.36,True,yugioh
5305,Igknight Burst,Trap Card,Continuous,,,,False,yugioh
5306,Nobleman-Eater Bug,Flip Effect Monster,Insect,0.4166666666666667,0.24,0.18,True,yugioh
5307,Evilswarm Thanatos,XYZ Monster,Fiend,0.3333333333333333,0.47,0.47,True,yugioh
5308,Metal Armored Bug,Normal Monster,Insect,0.6666666666666666,0.56,0.56,True,yugioh
5309,Catalyst Field,Spell Card,Field,,,,False,yugioh
5310,Wheel of Prophecy,Effect Monster,Spellcaster,0.6666666666666666,0.54,0.54,True,yugioh
5311,Jurrac Velphito,Synchro Monster,Dinosaur,0.4166666666666667,0.0,0.0,False,yugioh
5312,Subterror Behemoth Stygokraken,Flip Effect Monster,Sea Serpent,0.4166666666666667,0.52,0.28,True,yugioh
5313,Gladiator Beast Torax,Effect Monster,Fish,0.25,0.28,0.28,True,yugioh
5314,Inzektor Firefly,Effect Monster,Insect,0.08333333333333333,0.02,0.02,True,yugioh
5315,Warrior of Zera,Normal Monster,Warrior,0.3333333333333333,0.32,0.32,True,yugioh
5316,Brotherhood of the Fire Fist - Rhino,Effect Monster,Beast-Warrior,0.3333333333333333,0.34,0.34,True,yugioh
5317,Transforming Sphere,Effect Monster,Winged Beast,0.25,0.02,0.02,True,yugioh
5318,Transmigration Break,Trap Card,Continuous,,,,False,yugioh
5319,Fusion Reserve,Trap Card,Normal,,,,False,yugioh
5320,Red Rising Dragon,Synchro Monster,Dragon,0.5,0.42,0.42,True,yugioh
5321,Genex Ally Axel,Synchro Monster,Machine,0.6666666666666666,0.52,0.52,True,yugioh
5322,Super Koi Koi,Spell Card,Normal,,,,False,yugioh
5323,Mecha Phantom Beast Hamstrat,Effect Monster,Machine,0.25,0.32,0.22,True,yugioh
5324,Dark Horus,Effect Monster,Dragon,0.6666666666666666,0.6,0.6,True,yugioh
